1,1,1,15.3244395505142,15.0253827031353,145.51861405218
1,2,1,15.0253827031353,15.0846559968127,132.441398860238
1,3,1,15.0846559968127,14.9564127640088,147.111889801751
1,4,1,14.9564127640088,14.9741071713975,136.813130942599
1,5,1,14.9741071713975,14.9096039662447,142.649686787738
1,6,1,14.9096039662447,14.8666756455496,145.164800016177
1,7,1,14.8666756455496,15.0772196174667,112.329509615933
1,8,1,15.0772196174667,14.9664364988144,125.827445523707
1,9,1,14.9664364988144,14.94736881524,125.0603958532
1,10,1,14.94736881524,14.9395432901524,122.635080010413
1,11,1,14.9395432901524,14.8957188314843,127.673643705986
1,12,1,14.8957188314843,14.8326600650986,135.853971543609
1,13,1,14.8326600650986,14.8320527278632,131.151571198619
1,14,1,14.8320527278632,14.8779847621314,123.076102054887
1,15,1,14.8779847621314,14.8820001753278,120.039855476837
1,16,1,14.8820001753278,14.7363033970392,139.512275580946
1,17,1,14.7363033970392,14.7867036756038,128.241296897019
1,18,1,14.7867036756038,14.7820891400654,128.999899727654
1,19,1,14.7820891400654,14.8227810262868,120.204232154376
1,20,1,14.8227810262868,14.7371480501393,129.113208137938
1,21,1,14.7371480501393,14.7388243854664,129.427268694708
1,22,1,14.7388243854664,14.6885675684853,132.530871357432
1,23,1,14.6885675684853,14.6595397787976,135.588831340801
1,24,1,14.6595397787976,14.6859624032995,130.636211820308
1,25,1,14.6859624032995,14.6523413998334,133.38714699273
1,26,1,14.6523413998334,14.6682174195012,130.047038940353
1,27,1,14.6682174195012,14.7110707566261,121.621449570772
1,28,1,14.7110707566261,14.711705830855,123.389257869111
1,29,1,14.711705830855,14.6921839461624,122.539519465662
1,30,1,14.6921839461624,14.6645676816559,122.886644761871
1,31,1,14.6645676816559,14.6470905858767,124.45546825719
1,32,1,14.6470905858767,14.6767158756241,120.45668033407
1,33,1,14.6767158756241,14.6020762065675,129.861711191577
1,34,1,14.6020762065675,14.6580337013365,121.251238688374
1,35,1,14.6580337013365,14.5807607482131,132.048133429777
1,36,1,14.5807607482131,14.5727459641418,130.15342201976
1,37,1,14.5727459641418,14.5468897615718,130.686351818454
1,38,1,14.5468897615718,14.5661178850235,128.156900104367
1,39,1,14.5661178850235,14.5136611220913,134.59884892738
1,40,1,14.5136611220913,14.5493227831661,127.534290077732
1,41,1,14.5493227831661,14.5603585883277,127.273846863743
1,42,1,14.5603585883277,14.5117956530073,129.564597763508
1,43,1,14.5117956530073,14.4791980758136,134.657840647083
1,44,1,14.4791980758136,14.4215999437866,141.913629906231
1,45,1,14.4215999437866,14.4438520681783,133.918527211463
1,46,1,14.4438520681783,14.5147818621786,124.410856750317
1,47,1,14.5147818621786,14.4773734827071,128.675964302733
1,48,1,14.4773734827071,14.4548069424814,131.010613294383
