"battery_status->voltage_v_x","battery_status->voltage_v_y","battery_status->voltage_filtered_v_x","battery_status->voltage_filtered_v_y","battery_status->current_a_x","battery_status->current_a_y","battery_status->current_filtered_a_x","battery_status->current_filtered_a_y"
49.825764,16.23251915,49.825764,16.4234314,49.825764,0,49.825764,0.07155227661,
50.32899,16.08749962,50.32899,16.32595253,50.32899,0.5961914062,50.32899,0.3215799034,
50.832214,16.09716797,50.832214,16.23512268,50.832214,0.476953119,50.832214,0.3757108748,
51.33379,16.08749962,51.33379,16.17676926,51.33379,0,51.33379,0.340934217,
51.837855,16.04882812,51.837855,16.13624001,51.837855,0.1192382798,51.837855,0.2754248083,
52.340979,15.71044827,52.340979,16.08330536,52.340979,4.560863972,52.340979,0.6595352292,
52.844216,15.37206936,52.844216,15.87583351,52.844216,5.425341606,52.844216,3.691888094,
53.347744,14.44394493,53.347744,15.54441071,53.347744,15.17307091,53.347744,8.452204704,
53.850578,14.55029202,53.850578,15.2177372,53.850578,16.24621582,53.850578,12.35031414,
54.353805,14.03789043,54.353805,14.89571285,54.353805,18.4223156,54.353805,15.44298744,
54.844969,14.01855373,54.844969,14.65251827,54.844969,18.54155159,54.844969,17.1680584,
55.348213,14.02822208,55.348213,14.45775795,55.348213,19.4954586,55.348213,18.20829582,
55.851362,13.88320255,55.851362,14.2913084,55.851362,19.4954586,55.851362,19.09409714,
56.354523,13.71884727,56.354523,14.17165852,56.354523,20.06184006,56.354523,19.46333313,
56.857,14.02822208,56.857,14.08935642,56.857,18.98869514,56.857,19.53099632,
57.348173,13.59316349,57.348173,13.98797035,57.348173,21.46289062,57.348173,20.10898972,
57.851384,13.58349514,57.851384,13.87799168,57.851384,22.56584358,57.851384,21.11679459,
58.354562,13.23544884,58.354562,13.5576973,58.354562,26.67956543,58.354562,25.17263031,
58.857788,13.08076096,58.857788,13.44253922,58.857788,26.61994553,58.857788,24.87049866,
59.357014,13.41913986,59.357014,13.3994379,59.357014,24.92080116,59.357014,24.76561546,
59.860148,13.47714806,59.860148,13.36106968,59.860148,23.4005127,59.860148,24.46590805,
60.359351,13.5254879,60.359351,13.30258465,60.359351,23.10241699,60.359351,24.47019386,
60.861848,13.56415939,60.861848,13.27085876,60.861848,25.24870491,60.861848,24.28072739,
61.353837,13.23544884,61.353837,13.24142742,61.353837,23.04279709,61.353837,24.44636536,
61.856262,13.65117168,61.856262,13.29874706,61.856262,20.89650917,61.856262,22.91523933,
62.359358,13.92187405,62.359358,13.37115765,62.359358,17.22993279,62.359358,21.41568375,
62.858629,14.16357327,62.858629,13.54440784,62.858629,16.12697601,62.858629,19.03585243,
63.361829,13.92187405,63.361829,13.74883556,63.361829,16.15678596,63.361829,16.43292046,
63.864957,13.79619122,63.864957,13.7715435,63.864957,18.63098145,63.864957,17.24760818,
64.368186,13.35146427,64.368186,13.71855259,64.368186,20.09165001,64.368186,18.3101635,
64.871375,13.8735342,64.871375,13.70684814,64.871375,18.63098145,64.871375,18.74809647,
65.369781,13.77685452,65.369781,13.68605995,65.369781,20.41955566,65.369781,19.12755394,
65.872986,13.554492,65.872986,13.67788696,65.872986,18.51174355,65.872986,19.08947563,
66.364159,13.54482365,66.364159,13.66475487,66.364159,19.52526855,66.364159,19.15182114,
66.867447,13.4964838,66.867447,13.66814613,66.867447,18.4223156,66.867447,19.20770645,
67.370552,13.88320255,67.370552,13.66358376,67.370552,19.70412636,67.370552,19.01189232,
67.873757,13.68017483,67.873757,13.63004112,67.873757,18.98869514,67.873757,19.18110085,
68.365004,13.62216759,68.365004,13.62053013,68.365004,19.67431641,68.365004,19.11390877,
68.868159,12.07529259,68.868159,13.47633553,68.868159,28.64699745,68.868159,21.79310036,
69.371337,13.02275372,69.371337,13.31547642,69.371337,23.78803635,69.371337,22.73348045,
69.87384,12.79072189,69.87384,13.25104904,69.87384,22.77451134,69.87384,22.75316238,
70.376927,13.26445293,70.376927,13.1991415,70.376927,21.67155647,70.376927,22.98135757,
70.880151,12.70371056,70.880151,13.15935421,70.880151,23.16203499,70.880151,22.63733864,
71.371337,13.22578049,71.371337,13.13336182,71.371337,22.86393929,71.371337,22.55619431,
71.874571,13.34179592,71.874571,13.10257435,71.874571,21.49270058,71.874571,22.538311,
72.37781,13.00341702,72.37781,13.10133934,72.37781,21.34365273,72.37781,22.1636734,
72.880999,13.50615215,72.880999,13.08738041,72.880999,19.28679085,72.880999,21.89356041,
73.384138,13.33212852,73.384138,13.22562504,73.384138,16.60392952,73.384138,19.51369667,
73.874546,13.73818302,73.874546,13.40896034,73.874546,13.9806881,73.874546,16.84696388,
74.378125,13.47714806,74.378125,13.50887012,74.378125,17.40878868,74.378125,16.39004135,
74.880961,13.54482365,74.880961,13.48439503,74.880961,19.70412636,74.880961,17.77205276,
75.384197,13.37080002,75.384197,13.4610281,75.384197,18.60117149,75.384197,18.39603424,
75.887413,13.27412033,75.887413,13.46784115,75.887413,18.57136154,75.887413,18.52075005,
76.390573,13.44814396,76.390573,13.45974064,76.390573,17.88574219,76.390573,18.68725777,
76.89217,13.14843655,76.89217,13.43587399,76.89217,17.76650238,76.89217,18.67767525,
77.384186,13.61249924,77.384186,13.43402195,77.384186,18.15402794,77.384186,18.63797569,
77.887446,13.19677639,77.887446,13.40400505,77.887446,18.72040939,77.887446,18.60906982,
78.390528,13.37080002,78.390528,13.39741516,78.390528,18.60117149,78.390528,18.65095901,
78.893796,13.46747971,78.893796,13.38082695,78.893796,18.92907715,78.893796,18.64946556,
79.396946,13.24511623,79.396946,13.38620567,79.396946,18.60117149,79.396946,18.54731178,
79.900191,12.60703087,79.900191,13.16383553,79.900191,21.88022423,79.900191,21.74061203,
80.403391,12.70371056,80.403391,13.06043434,80.403391,20.35993576,80.403391,22.07056999,
80.905006,12.81972599,80.905006,13.01258087,80.905006,20.92631721,80.905006,21.83851814,
81.397779,12.93574142,81.397779,12.96369362,81.397779,21.22441292,81.397779,21.91956902,
81.900168,12.77138615,81.900168,12.93668175,81.900168,21.93984413,81.900168,21.6617527,
82.399387,12.73271465,82.399387,12.92817402,82.399387,22.05908203,82.399387,21.57612801,
82.902491,12.71337795,82.902491,12.93369007,82.902491,20.62822151,82.902491,21.17564774,
83.405733,13.1000967,83.405733,12.92081642,83.405733,19.85317421,83.405733,21.01283455,
83.908172,13.19677639,83.908172,12.96925735,83.908172,16.63374138,83.908172,19.93144989,
84.399431,13.78652287,84.399431,13.1433773,84.399431,12.37097168,84.399431,17.22678185,
