"battery_status->voltage_v_x","battery_status->voltage_v_y","battery_status->voltage_filtered_v_x","battery_status->voltage_filtered_v_y","battery_status->current_a_x","battery_status->current_a_y","battery_status->current_filtered_a_x","battery_status->current_filtered_a_y"
233.629787,16.17451096,233.629787,16.34482765,233.629787,0.03720000014,233.629787,0.020034004,
234.132975,16.05849457,234.132975,16.27049637,234.132975,0.06199999899,234.132975,0.1085498929,
234.636179,16.08749962,234.636179,16.20638657,234.636179,0,234.636179,0.05791818723,
235.139377,16.07783127,235.139377,16.16358185,235.139377,0,235.139377,0.02479193732,
235.641814,16.05849457,235.641814,16.13293457,235.641814,0,235.641814,0.01061221398,
236.144983,16.05849457,236.144983,16.11371422,236.144983,0,236.144983,0.004733288195,
236.636223,16.05849457,236.636223,16.09904861,236.636223,0,236.636223,0.002067437395,
237.139375,16.08749962,237.139375,16.08983231,237.139375,0,237.139375,0.001454337849,
237.641782,16.09716797,237.641782,16.08256721,237.641782,0,237.641782,0.0006225308171,
238.144941,16.05849457,238.144941,16.0767498,238.144941,0,238.144941,0.0002664749627,
238.648214,16.07783127,238.648214,16.06434631,238.648214,0.1115999967,238.648214,0.03047684208,
239.151373,15.94248009,239.151373,16.03566551,239.151373,0.3967999816,239.151373,0.2126558423,
239.6538,15.97148418,239.6538,16.01411438,239.6538,0.508400023,239.6538,0.348054409,
240.156969,15.90380764,240.156969,15.99583435,240.156969,0.5207999945,240.156969,0.4225727916,
240.660107,15.98115158,240.660107,15.98300457,240.660107,0.533199966,240.660107,0.4545813501,
241.151322,15.89414024,241.151322,15.97108269,241.151322,0.4463999867,241.151322,0.4790771604,
241.653812,15.86513615,241.653812,15.96172142,241.653812,0.4959999919,241.653812,0.4847006202,
242.156996,15.88447189,242.156996,15.95132351,242.156996,0.4959999919,242.156996,0.4854991436,
242.660185,15.92314434,242.660185,15.94412518,242.660185,0.4463999867,242.660185,0.4898069501,
243.163321,15.94248009,243.163321,15.93899632,243.163321,0.4463999867,243.163321,0.4924053848,
243.665798,15.94248009,243.665798,15.93540859,243.665798,0.4092000127,243.665798,0.4918104708,
244.156986,15.90380764,244.156986,15.92645168,244.156986,0.4959999919,244.156986,0.4873128235,
244.660217,15.96181583,244.660217,15.92490768,244.660217,0.4463999867,244.660217,0.4790861607,
245.163359,15.8554678,245.163359,15.92192459,245.163359,0.4463999867,245.163359,0.4743411541,
245.66575,15.92314434,245.66575,15.91725826,245.66575,0.545599997,245.66575,0.4641624093,
246.169048,15.8748045,246.169048,15.91477203,246.169048,0.4339999855,246.169048,0.4721770883,
246.672191,15.93281174,246.672191,15.91430664,246.672191,0.533199966,246.672191,0.4771740735,
247.175349,15.88447189,247.175349,15.90957642,247.175349,0.458799988,247.175349,0.4767028987,
247.678105,15.8748045,247.678105,15.90752983,247.678105,0.4463999867,247.678105,0.4589734375,
248.180923,15.8167963,248.180923,15.90287971,248.180923,0.4463999867,248.180923,0.466448456,
248.684177,15.8748045,248.684177,15.89893341,248.684177,0.4712000191,248.684177,0.4724419117,
249.186594,15.86513615,249.186594,15.89626408,249.186594,0.4712000191,249.186594,0.4677644074,
249.689783,15.89414024,249.689783,15.89501476,249.689783,0.4463999867,249.689783,0.461495012,
250.192938,15.89414024,250.192938,15.89298725,250.192938,0.4835999906,250.192938,0.4603155553,
250.684174,15.90380764,250.684174,15.89096928,250.684174,0.458799988,250.684174,0.4581533968,
251.18679,15.89414024,251.18679,15.88579273,251.18679,0.4215999842,251.18679,0.4523755312,
251.689813,15.8748045,251.689813,15.88381863,251.689813,0.545599997,251.689813,0.4542702436,
252.193008,15.86513615,252.193008,15.88221073,252.193008,0.4959999919,252.193008,0.4522008598,
252.696181,15.90380764,252.696181,15.87891006,252.696181,0.4959999919,252.696181,0.4521778822,
253.198554,15.77812481,253.198554,15.86817455,253.198554,1.103599906,253.198554,0.5987532735,
253.697799,15.82646465,253.697799,15.83324051,253.697799,1.029199958,253.697799,0.8763157725,
254.200916,15.77812481,254.200916,15.81179237,254.200916,1.128399968,254.200916,0.9978083968,
254.703389,15.69111252,254.703389,15.78702831,254.703389,1.15320003,254.703389,1.055520654,
255.206558,15.63310528,255.206558,15.76797009,255.206558,1.413599968,255.206558,1.109421492,
255.709729,15.51708889,255.709729,15.7323494,255.709729,2.480000019,255.709729,1.370554447,
256.200963,15.66210842,256.200963,15.65977097,256.200963,2.157600164,256.200963,2.007599831,
256.703395,15.68144512,256.703395,15.61344147,256.703395,2.29399991,256.703395,2.223246098,
257.206574,15.4784174,257.206574,15.5834856,257.206574,2.269199848,257.206574,2.346052885,
257.709728,15.53642559,257.709728,15.55936718,257.709728,2.566799879,257.709728,2.375604391,
258.212202,15.55576134,258.212202,15.54211235,258.212202,2.480000019,258.212202,2.372190237,
258.703404,15.43007755,258.703404,15.48804855,258.703404,2.715600014,258.703404,2.809924364,
259.206586,15.57509708,259.206586,15.4657011,259.206586,2.480000019,259.206586,2.82654047,
259.708965,15.13037014,259.708965,15.40332317,259.708965,3.967999935,259.708965,3.262942553,
260.212165,15.36240196,260.212165,15.36181641,260.212165,3.335600138,260.212165,3.604325533,
260.715447,15.40107346,260.715447,15.32191849,260.715447,3.806799889,260.715447,3.637402534,
261.218512,15.56542873,261.218512,15.34595966,261.218512,2.442799807,261.218512,3.187008858,
261.720971,15.4397459,261.720971,15.37291622,261.720971,2.529600143,261.720971,2.843114614,
262.224204,15.46874905,262.224204,15.38416576,262.224204,2.7651999,262.224204,2.717371702,
262.727459,15.29472637,262.727459,15.36888695,262.727459,3.571199894,262.727459,2.857436895,
263.229741,15.43007755,263.229741,15.34493732,263.229741,3.236399889,263.229741,3.171640873,
263.733057,15.34306622,263.733057,15.35219479,263.733057,2.554399967,263.733057,2.923051596,
264.236215,15.4784174,264.236215,15.37584305,264.236215,2.29399991,264.236215,2.625885963,
264.727547,15.4784174,264.727547,15.3945303,264.727547,2.232000113,264.727547,2.40050149,
265.229811,15.4397459,265.229811,15.40035248,265.229811,2.455199957,265.229811,2.365596771,
265.732953,15.40107346,265.732953,15.40380001,265.732953,2.417999983,265.732953,2.359065771,
266.232183,15.22704983,266.232183,15.39257336,266.232183,2.665999889,266.232183,2.377145767,
266.734572,15.21738243,266.734572,15.35205078,266.734572,3.34800005,266.734572,2.854849815,
267.237755,15.22704983,267.237755,15.32332134,267.237755,2.752799988,267.237755,2.985006809,
267.741022,15.27538967,267.741022,15.29888821,267.741022,3.186800003,267.741022,3.107873678,
268.243345,15.33339787,268.243345,15.29490948,268.243345,2.7651999,268.243345,3.00884223,
