1.000000000000000000e+00,6.000000000000000000e+01
4.000000000000000000e+00,1.090000000000000000e+02
1.000000000000000000e+00,4.300000000000000000e+01
2.000000000000000000e+00,9.700000000000000000e+01
4.000000000000000000e+00,3.540000000000000000e+02
2.000000000000000000e+00,1.720000000000000000e+02
4.000000000000000000e+00,3.860000000000000000e+02
3.000000000000000000e+00,8.600000000000000000e+01
2.000000000000000000e+00,9.000000000000000000e+01
4.000000000000000000e+00,4.050000000000000000e+02
2.000000000000000000e+00,4.100000000000000000e+01
3.000000000000000000e+00,1.980000000000000000e+02
