battery_status->voltage_v_x,battery_status->voltage_v_y,battery_status->voltage_filtered_v_x,battery_status->voltage_filtered_v_y,battery_status->current_a_x,battery_status->current_a_y,battery_status->current_filtered_a_x,battery_status->current_filtered_a_y
95.903136,13.54482365,95.903136,13.58996773,95.903136,8.878399849,95.903136,9.406988144
96.404723,13.71884727,96.404723,13.58135319,96.404723,9.572799683,96.404723,9.500823975
96.906336,12.92607403,96.906336,13.57589817,96.906336,9.93239975,96.906336,9.461056709
97.408705,13.9315424,97.408705,13.58737183,97.408705,11.17240047,97.408705,9.878773689
97.910292,13.57382774,97.910292,13.58855438,97.910292,9.399199486,97.910292,9.985253334
98.411925,13.69951153,98.411925,13.55725574,98.411925,11.56919956,98.411925,9.9682827
98.913408,13.34179592,98.913408,13.55331993,98.913408,9.101599693,98.913408,10.01151848
99.41517,13.26445293,99.41517,13.55317783,99.41517,11.44519997,99.41517,10.02863503
99.916755,13.68984318,99.916755,13.56871414,99.916755,13.06960011,99.916755,10.00851631
100.419129,13.72851467,100.419129,13.5486269,100.419129,10.76319981,100.419129,9.922165871
100.920686,13.67050743,100.920686,13.58590889,100.920686,8.618000031,100.920686,9.468989372
101.4229,13.5254879,101.4229,13.59892368,101.4229,9.151199341,101.4229,9.459864616
101.923937,13.47714806,101.923937,13.60929489,101.923937,9.151199341,101.923937,9.542636871
102.42543,13.68984318,102.42543,13.62693119,102.42543,9.039599419,102.42543,9.339635849
102.927951,13.72851467,102.927951,13.60484982,102.927951,9.486000061,102.927951,9.53872776
103.429522,13.80585861,103.429522,13.60963154,103.429522,10.26719952,103.429522,9.515792847
103.931074,13.75751877,103.931074,13.60322857,103.931074,11.13519955,103.931074,9.85488224
104.432805,13.81552696,104.432805,13.60883522,104.432805,9.944799423,104.432805,9.950250626
104.934314,13.46747971,104.934314,13.60656929,104.934314,12.84640026,104.934314,9.615609169
105.436753,13.70917892,105.436753,13.60219002,105.436753,9.374400139,105.436753,9.683587074
105.928011,13.75751877,105.928011,13.60820103,105.928011,10.0564003,105.928011,9.418353081
106.427978,13.81552696,106.427978,13.62210178,106.427978,9.436400414,106.427978,9.452959061
106.930361,13.54482365,106.930361,13.63938427,106.930361,8.555999756,106.930361,9.38843441
107.435143,12.96474552,107.435143,13.62907696,107.435143,12.51159954,107.435143,9.769376755
107.937615,12.86806583,107.937615,13.59514141,107.937615,11.27159977,107.937615,10.24728584
108.439117,13.4964838,108.439117,13.58458042,108.439117,10.09360027,108.439117,9.928021431
108.940753,13.62216759,108.940753,13.59171391,108.940753,10.46560001,108.940753,9.758530617
109.442385,13.79619122,109.442385,13.62884808,109.442385,8.952799797,109.442385,9.211086273
109.943804,13.74785137,109.943804,13.59161091,109.943804,10.10599995,109.943804,9.580341339
110.446324,13.68984318,110.446324,13.56366062,110.446324,11.24679947,110.446324,10.39984512
110.947956,13.71884727,110.947956,13.53111553,110.947956,9.362000465,110.947956,10.45116043
111.449489,13.58349514,111.449489,13.52704334,111.449489,9.411600113,111.449489,10.32067585
111.951154,13.19677639,111.951154,13.51775455,111.951154,11.32119942,111.951154,10.52790546
112.453414,13.18710899,112.453414,13.48674393,112.453414,11.15999985,112.453414,10.8490839
112.955122,13.65117168,112.955122,13.4200983,112.955122,11.60640049,112.955122,11.51671314
113.44476,13.81552696,113.44476,13.41524792,113.44476,10.73840046,113.44476,11.16448116
113.946282,13.41913986,113.946282,13.43031216,113.946282,10.81279945,113.946282,10.75616074
114.447947,13.42880821,114.447947,13.43624592,114.447947,11.09799957,114.447947,10.52427101
114.949649,13.5254879,114.949649,13.43763733,114.949649,11.89159966,114.949649,10.38289356
115.451836,13.54482365,115.451836,13.46225357,115.451836,8.555999756,115.451836,9.814706802
116.455037,13.554492,116.455037,13.46774483,116.455037,9.93239975,116.455037,10.09770584
116.956714,13.35146427,116.956714,13.44465828,116.956714,10.81279945,116.956714,10.29627514
117.458894,13.54482365,117.458894,13.40346622,117.458894,12.12719917,117.458894,11.18950367
117.960737,13.40947247,117.960737,13.37481213,117.960737,10.26719952,117.960737,11.28376102
118.462392,13.4964838,118.462392,13.40073681,118.462392,9.944799423,118.462392,10.37563133
118.96386,13.60283184,118.96386,13.4133091,118.96386,10.67640018,118.96386,10.28849888
119.465539,13.13876915,119.465539,13.42622757,119.465539,9.994400024,119.465539,10.20275974
119.967033,13.38046837,119.967033,13.42412663,119.967033,11.32119942,119.967033,10.30390739
120.468608,13.58349514,120.468608,13.44038677,120.468608,8.940400124,120.468608,10.05849648
120.971129,13.56415939,120.971129,13.42753792,120.971129,9.337199211,120.971129,10.21986294
121.472757,13.29345608,121.472757,13.42959785,121.472757,9.560400009,121.472757,10.10679054
121.974315,13.58349514,121.974315,13.41515636,121.974315,10.32919979,121.974315,10.1745224
122.475972,13.61249924,122.475972,13.42681599,122.475972,8.084799767,122.475972,9.873635292
122.978279,13.47714806,122.978279,13.42945194,122.978279,9.138799667,122.978279,9.813092232
123.479958,13.45781231,123.479958,13.40882778,123.479958,10.19279957,123.479958,10.07042789
123.981587,13.62216759,123.981587,13.37683392,123.981587,9.473599434,123.981587,10.48836327
124.483036,13.24511623,124.483036,13.38252831,124.483036,11.42040062,124.483036,10.35818863
124.9847,13.68017483,124.9847,13.39377213,124.9847,8.258399963,124.9847,9.953770638
125.474209,13.96054649,125.474209,13.4876976,125.474209,3.186800003,125.474209,8.26269722
125.976754,14.49228477,125.976754,13.73847771,125.976754,0,125.976754,4.851019382
126.478304,14.53095627,126.478304,14.00856495,126.478304,0,126.478304,2.076483727
126.979932,14.55029202,126.979932,14.19123745,126.979932,0,126.979932,0.888841033
127.48166,14.57929611,127.48166,14.31840515,127.48166,0,127.48166,0.3804693818
127.983164,14.69531155,127.983164,14.43365479,127.983164,0,127.983164,0.162860319
128.485655,14.7049799,128.485655,14.52328873,128.485655,0,128.485655,0.0697125122
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
 , , , , , , , 
