battery_status->voltage_v_x,battery_status->voltage_v_y,battery_status->voltage_filtered_v_x,battery_status->voltage_filtered_v_y,battery_status->current_a_x,battery_status->current_a_y,battery_status->current_filtered_a_x,battery_status->current_filtered_a_y
69.75367,16.00048828,69.75367,16.09333611,69.75367,0,69.75367,0.0113094328
70.255165,16.00048828,70.255165,16.0597477,70.255165,0,70.255165,0.004841013812
70.757552,15.74912071,70.757552,16.01032448,70.757552,1.128399968,70.757552,0.2444071025
71.259946,15.43007755,71.259946,15.888134,71.259946,4.3895998,71.259946,1.306148291
71.762318,15.31406212,71.762318,15.63720322,71.762318,9.423999786,71.762318,4.36839056
72.263936,14.58896446,72.263936,15.31670761,72.263936,13.11919975,72.263936,8.093216896
72.766303,14.63730431,72.766303,14.99135113,72.766303,15.3015995,72.766303,10.90740013
73.268763,13.48681545,73.268763,14.71128464,73.268763,16.39280128,73.268763,12.67698383
73.770333,14.61796856,73.770333,14.51946449,73.770333,12.64799976,73.770333,13.36630726
74.272785,14.28925705,74.272785,14.51751995,74.272785,10.36639977,74.272785,11.88200092
74.773633,14.3085928,74.773633,14.50852108,74.773633,12.28840065,74.773633,11.75444221
75.276728,15.02402306,75.276728,14.50855541,75.276728,11.0607996,75.276728,11.3626852
75.76712,14.35693264,75.76712,14.46218395,75.76712,9.833199501,75.76712,10.94693089
76.269582,14.6663084,76.269582,14.44302368,76.269582,9.796000481,76.269582,11.14322758
76.771166,14.55996037,76.771166,14.45096016,76.771166,9.944799423,76.771166,10.82244015
77.273618,14.49228477,77.273618,14.4437542,77.273618,10.41600037,77.273618,10.5597887
77.775865,14.55029202,77.775865,14.43542576,77.775865,9.969599724,77.775865,10.31258011
78.278344,14.49228477,78.278344,14.44242382,78.278344,10.40359974,78.278344,10.04511452
78.78,14.13457012,78.78,14.28882504,78.78,16.6283989,78.78,13.12665939
79.282369,13.62216759,79.282369,14.27008152,79.282369,9.076799393,79.282369,12.47611046
79.784049,14.3279295,79.784049,14.34600163,79.784049,8.940400124,79.784049,10.23900509
80.286314,14.27958965,80.286314,14.35310268,80.286314,10.20519924,80.286314,9.955125809
80.788724,14.2989254,80.788724,14.36279202,80.788724,8.469199181,80.788724,9.95969677
81.290326,14.25058556,81.290326,14.38302708,81.290326,8.084799767,81.290326,9.49021244
81.792713,14.65664005,81.792713,14.36462975,81.792713,8.903199196,81.792713,9.796496391
82.295101,14.45361233,82.295101,14.35977364,82.295101,12.39999962,82.295101,9.636276245
82.785502,14.33759689,82.785502,14.34943676,82.785502,9.27519989,82.785502,9.529117584
83.287666,14.14423752,83.287666,14.3052454,83.287666,9.882799149,83.287666,10.26034164
83.789618,14.01855373,83.789618,14.22830772,83.789618,12.78439999,83.789618,11.06411934
84.290315,14.45361233,84.290315,14.23782825,84.290315,8.642799377,84.290315,10.40253639
84.793622,14.17324162,84.793622,14.2226162,84.793622,8.506400108,84.793622,10.33526134
85.295944,14.24091721,85.295944,14.21394444,85.295944,8.605599403,85.295944,10.10196304
85.798364,13.59316349,85.798364,14.18764973,85.798364,11.01119995,85.798364,10.31786156
86.299925,14.15390587,86.299925,14.18393898,86.299925,11.47000027,86.299925,9.976406097
86.802356,14.25058556,86.802356,14.16695023,86.802356,10.40359974,86.802356,10.13504028
87.303974,13.58349514,87.303974,14.12867069,87.303974,11.55679989,87.303974,10.35960865
87.806343,14.24091721,87.806343,14.07907677,87.806343,10.96159935,87.806343,10.89013386
88.308833,13.92187405,88.308833,14.04236889,88.308833,9.882799149,88.308833,10.70165062
88.811142,13.99921799,88.811142,14.06982613,88.811142,10.26719952,88.811142,10.14790249
89.313378,14.06689358,89.313378,14.10440731,89.313378,7.638399601,89.313378,9.685861588
89.815097,13.16777325,89.815097,14.1308918,89.815097,11.80479908,89.815097,9.20585537
90.316821,13.85419846,90.316821,14.09760189,90.316821,11.65600014,90.316821,9.844856262
90.815154,14.08623028,90.815154,14.07650661,90.815154,10.39120007,90.815154,10.14624119
91.317614,13.97021389,91.317614,14.00115395,91.317614,11.19719982,91.317614,10.9077425
91.819148,14.12490177,91.819148,13.95226192,91.819148,10.49040031,91.819148,11.18184662
92.321539,13.84453106,92.321539,13.94004726,92.321539,11.61879921,92.321539,10.88193893
92.823979,14.12490177,92.823979,13.92212868,92.823979,10.83759975,92.823979,10.73459911
93.325426,14.05722618,93.325426,13.9668417,93.325426,10.21759987,93.325426,10.05817604
93.827916,14.05722618,93.827916,13.97288895,93.827916,8.754400253,93.827916,10.07653141
94.330283,14.24091721,94.330283,13.99068737,94.330283,9.312399864,94.330283,9.74565506
94.831892,14.24091721,94.831892,14.05297852,94.831892,7.402800083,94.831892,9.063199043
95.322363,13.71884727,95.322363,14.02983761,95.322363,9.423999786,95.322363,9.331703186
95.824735,13.14843655,95.824735,14.01353264,95.824735,12.48679924,95.824735,9.418194771
96.32631,14.09589767,96.32631,14.00333977,96.32631,10.14319992,96.32631,9.72591877
96.828763,14.03789043,96.828763,14.01048756,96.828763,8.965199471,96.828763,9.504014969
97.330291,13.50615215,97.330291,13.94220829,97.330291,12.10239983,97.330291,10.27039528
97.832712,13.57382774,97.832712,13.92852879,97.832712,10.51519966,97.832712,10.34306049
98.335008,14.04755783,98.335008,13.90368271,98.335008,9.374400139,98.335008,10.35039139
98.825535,14.12490177,98.825535,13.91098022,98.825535,8.184000015,98.825535,9.86509037
99.327115,13.98955059,99.327115,13.88544559,99.327115,9.039599419,99.327115,9.96698761
99.829609,14.25058556,99.829609,13.85119247,99.829609,9.064399719,99.829609,10.11955929
100.331166,13.98955059,100.331166,13.86098289,100.331166,10.72599983,100.331166,9.866024971
100.833658,13.86386681,100.833658,13.83078766,100.833658,10.77559948,100.833658,10.38383293
101.335865,13.92187405,101.335865,13.858325,101.335865,8.667599678,101.335865,10.07652092
101.837639,13.9025383,101.837639,13.83935642,101.837639,8.841199875,101.837639,9.915489197
102.327927,13.82519436,102.327927,13.79226875,102.327927,9.721599579,102.327927,10.18537426
102.830352,13.77685452,102.830352,13.80846405,102.830352,11.30879974,102.830352,10.06376934
103.332712,13.35146427,103.332712,13.78204823,103.332712,12.82159996,103.332712,10.2942915
103.834369,13.79619122,103.834369,13.78505135,103.834369,9.064399719,103.834369,10.18274593
104.335974,13.99921799,104.335974,13.77624893,104.335974,10.78800011,104.335974,10.3540144
104.838337,13.5351553,104.838337,13.77479172,104.838337,8.469199181,104.838337,10.20330048
105.340612,13.67050743,105.340612,13.73544788,105.340612,8.803999901,105.340612,10.30924129
105.842307,13.68984318,105.842307,13.7513628,105.842307,10.73840046,105.842307,10.11632442
106.344742,13.63183498,106.344742,13.78592777,106.344742,10.24240017,106.344742,9.725548744
106.847078,14.04755783,106.847078,13.76358986,106.847078,10.41600037,106.847078,10.31663322
107.348819,14.09589767,107.348819,13.73988533,107.348819,9.411600113,107.348819,10.42085361
107.851672,13.98955059,107.851672,13.73542309,107.851672,9.696799278,107.851672,10.2374506
108.349513,14.00888634,108.349513,13.73706532,108.349513,12.1395998,108.349513,10.13523579
108.851182,13.71884727,108.851182,13.72503853,108.851182,8.940400124,108.851182,10.18659306
109.353628,12.98408127,109.353628,13.69069672,109.353628,10.35400009,109.353628,10.63218975
109.855043,13.45781231,109.855043,13.6815567,109.855043,8.630400658,109.855043,10.37705231
110.357585,13.9025383,110.357585,13.71870518,110.357585,9.374400139,110.357585,9.773694038
110.847931,13.83486271,110.847931,13.67387676,110.847931,10.25479984,110.847931,10.33149529
111.349484,13.94121075,111.349484,13.68859768,111.349484,9.684400558,111.349484,10.19953251
111.851951,13.26445293,111.851951,13.71736622,111.851951,10.73840046,111.851951,9.774515152
112.353627,12.85839748,112.353627,13.70889187,112.353627,12.3132,112.353627,9.767974854
112.855935,13.39980412,112.855935,13.70380688,112.855935,10.31679916,112.855935,9.687513351
113.35832,14.01855373,113.35832,13.68974018,113.35832,10.29199982,113.35832,10.05869961
113.859823,13.57382774,113.859823,13.72391605,113.859823,11.68079948,113.859823,9.497852325
114.362345,13.86386681,114.362345,13.69030285,114.362345,11.76760006,114.362345,9.961034775
114.864781,13.80585861,114.864781,13.69064236,114.864781,10.60200024,114.864781,10.09192371
115.366333,14.02822208,115.366333,13.67731571,115.366333,11.91639996,115.366333,10.14924049
115.868732,13.69951153,115.868732,13.69887733,115.868732,10.96159935,115.868732,9.878109932
116.370404,13.85419846,116.370404,13.68058586,116.370404,7.75,116.370404,10.12544632
116.861275,13.8928709,116.861275,13.71192837,116.861275,8.605599403,116.861275,9.492836952
117.363037,13.4964838,117.363037,13.70643234,117.363037,10.14319992,117.363037,9.646112442
117.86462,13.85419846,117.86462,13.68326569,117.86462,9.920000076,117.86462,9.694422722
118.367119,13.23544884,118.367119,13.66500282,118.367119,9.324799538,118.367119,9.636567116
118.86872,13.1000967,118.86872,13.65494347,118.86872,8.729599953,118.86872,9.975372314
119.371105,12.86806583,119.371105,13.68503857,119.371105,11.01119995,119.371105,9.654698372
119.873509,13.75751877,119.873509,13.67017651,119.873509,8.28319931,119.873509,10.02666855
120.375925,13.8735342,120.375925,13.69694328,120.375925,9.758799553,120.375925,9.666023254
120.877501,13.83486271,120.877501,13.6703577,120.877501,9.225600243,120.877501,9.715323448
121.379093,13.54482365,121.379093,13.65917873,121.379093,9.188400269,121.379093,9.712779999
121.881603,13.77685452,121.881603,13.61273098,121.881603,8.382400513,121.881603,10.04433441
122.383944,13.73818302,122.383944,13.62448692,122.383944,8.741999626,122.383944,9.975479126
122.885523,13.37080002,122.885523,13.61703587,122.885523,10.09360027,122.885523,10.02056122
